11.05,72.48
628.09,269.7
768.09,959.93
555.59,710.29
999.31,200.93
629.71,912.01
13.28,854.68
352.75,88.41
200.7,323.61
416.17,786.77
459.94,926.7
884.72,973.92
947.1,353.46
147.63,202.05
518.74,976.93
17.11,329.21
851.14,886.66
4.92,667.92
880.67,250.59
775.05,901.54
526.66,393.46
558.79,636.29
625.45,556.65
778.55,991.27
292.05,398.39
170.5,637.76
694.2,749.16
776.54,483.35
79.42,462.92
925.34,926.45
397.66,968.71
602.21,901.82
380.77,54.53
977.08,721.4
457.09,23.72
929.95,293.19
387.28,736.66
721.83,481.74
99.82,312.33
568.35,339.8
630.51,195.06
371.11,42.41
487.22,538.81
571.64,90.02
549.24,565.47
337.97,428.8
71.39,54.95
432.52,208.53
592.52,219.06
36.54,484.66
541.84,32.95
986.57,657.94
323.55,362.58
983.08,778.59
761.06,437.8
773.7,18.85
639.83,571.74
379.66,231.03
546.03,311.05
164.1,677.33
42.85,681.23
37.61,850.89
898.8,222.65
481.72,950.4
324.2,360.89
72.51,258.88
291.4,14.12
306.41,435.85
204.1,258.4
49.1,652.07
510.15,128.77
39.24,143.06
2.17,595.99
488.87,289.61
636.58,908.63
29.64,889.96
658.54,759.64
913.78,938.6
640.44,580.35
738.6,775.25
663.14,846.05
493.57,867.28
389.87,209.4
240.91,493.59
846.59,135.01
199.81,352.76
36.61,942.43
447.98,283.24
106.11,645.71
830.68,999.67
439.38,881.35
576.69,514.79
190.21,247.02
979.66,405.73
457.17,436.26
656.9,146.28
523.51,339.17
734.38,449.92
146.96,337.13
668.7,399.69
233,394.77
601.06,420.32
552.98,362.41
561.76,959.49
307.23,54.01
17.67,400.69
400.99,942.99
781.55,588.68
155.03,255.06
534.49,551.11
143.09,791.15
585.9,205.86
28.53,302.82
751.46,345.48
586.29,811.67
944.21,461.9
920.85,864.41
314.68,389.79
154.23,238.36
65.44,375.91
168.01,933.95
74.36,508.21
864.22,49.23
643.16,608.21
728.77,394.82
32.06,841.7
739.74,291.54
855.87,675.22
830.03,711.61
525.54,760.56
937.89,202.77
740,465.62
239.51,80.97
18.13,364.11
951.31,689.66
514.65,335.57
319.85,656.23
203.18,301.83
518.4,869.64
290.58,811.2
436.63,503.24
199.08,993.41
503.2,529.18
147.89,306.99
525.46,61.59
268.6,694.01
574.14,694.07
765.9,158.18
808.87,312.12
912.34,954.21
816.66,530.81
468.16,904.03
307.09,839.53
531.33,800.5
178.07,447.41
219.79,409.66
947.75,407.34
643.37,353.75
118.35,30.31
845.83,893.62
140.97,419.28
913.25,995.59
582.8,863.17
657.9,586.54
436.34,595.26
426.62,655.41
400.95,894.32
660.35,196.26
67.82,446.75
245.73,564.34
765.56,566.23
731.43,797.88
256.11,835.87
72.77,343.63
739.29,987.6
835.37,90.61
455.45,315.01
992.57,633.3
933.55,304.21
326.59,823.07
195.92,861.43
313.07,952.08
103.42,61.84
157.65,18.37
421.73,232.41
4.68,942.4
673.75,40.23
279.03,735.36
988.44,215.31
10.13,198.89
605.07,483.84
788.13,422.44
614.99,899.35
991.58,177.94
269.28,253.65
618.76,397.45
829.4,455.15
330.34,768.92
706.3,379.72
179.24,1.9
797.01,743.19
276.01,208.84
758.96,7.75
606.61,623.59
678.37,593.7
684.3,681.76
936.37,873.23
159.36,722.07
604.33,339.88
667.73,327.72
613.62,114.23
204.54,10.39
960.25,191.98
392.51,377.01
437.89,71.69
365.4,999.93
794.12,683.27
617.88,72.72
39.35,978.83
45.5,979.49
790.98,571.24
866.17,965.33
340.89,786.64
164.55,444.56
506.21,900.14
234.55,77.61
651.22,734.62
484.89,215.17
524.37,686.61
262,591.46
769.71,595.21
613.31,531.1
614.24,838.43
403.3,785.42
223.52,688.73
447.38,128.1
645.09,849.26
458.28,128.74
230.32,179.85
536.65,353.06
896.47,246.57
126.11,440.15
252.78,105.59
587.5,413.25
190.56,949.28
742.3,654.03
783.91,536.41
121.26,826.06
549.13,624.84
231.69,817.56
213.05,325.6
834.36,380.25
373.13,221.1
546.02,624.44
229.84,959.24
146.82,0.45
202.79,706.31
92.41,248.96
600.35,165.57
227.3,500.02
361.85,12.74
483.88,781.23
48.58,140.79
147.09,589.3
747.05,376.69
742.06,585.38
422.34,133.27
438.81,527.75
650.25,537.63
623.2,277.75
32.13,168.08
778.47,744.67
368.41,336.35
369.99,304.86
194.58,192.9
592.46,834.89
895.12,148.56
383.19,14.15
188,611
295.54,595.63
353.07,19.66
856.15,638.25
47.27,771.76
71.16,255.41
470.41,92.69
797.95,374.97
292.04,325.56
128.47,664.4
991.74,600.69
568.87,488.35
950.01,501.6
196.39,786.43
126.92,250.03
734.6,66.25
237.2,849.69
256.4,431.15
624.24,511.79
673.64,506.84
831.31,157.63
896.73,3.6
797.03,334.89
380,917.69
926.09,663.96
732.82,82.89
135.73,706.48
359.02,120.13
819.48,407.21
367.71,127.82
367.01,614.55
947.03,786.84
45.58,612.58
51.94,709
443.05,340.7
108.23,725.55
897.37,940.88
335.59,922.26
725.69,777.53
949.96,73.56
423.81,843.23
691.15,481.2
8.36,486.88
487.3,998.94
987.58,260.59
758.77,451.46
878.64,543.36
960.77,143.62
569.68,702.48
279.72,592.5
3.11,493.82
408.43,986.32
911.92,299.88
577.74,868.48
902.78,157.63
227.24,46.08
62.88,340.75
440.14,940.64
100.29,821.96
23.67,190.78
507.6,411
25.15,768.6
123.29,139.49
309.99,516.02
26.52,974.13
422.76,215.41
315.11,50.9
538.7,56.4
619.31,893.85
984.9,9.62
306.81,514.94
479.13,469.81
186.28,775.65
828.81,744.53
606.47,863.37
179.04,192.54
380.31,182.02
655.27,596.22
650.26,113.94
726.51,671.45
154.84,986
329.09,279.91
261.74,302.31
122.86,0.49
430.32,211.73
216.05,716.02
485.57,856.37
127.21,313.8
150.66,373.94
916.37,15.59
882.39,264.59
220.54,94.86
