0.16,179.2
0.18,417.83
0.19,132.32
0.22,717.53
0.32,729.93
0.43,53.24
0.74,946.97
1.05,931.14
1.14,571.84
1.22,294.87
1.23,86.11
1.32,437.61
1.4,894.6
1.61,420.59
1.74,63.67
1.8,263.86
1.85,325.42
1.88,714.95
1.94,779.78
2.01,790.84
2.02,193.67
2.08,413.54
2.15,673.9
2.15,222.59
2.15,409.93
2.17,595.99
2.21,48.45
2.3,128.95
2.38,333.35
2.4,375.65
2.43,77.01
2.47,728.4
2.72,39.6
2.76,380.92
2.82,823.71
3.04,390.54
3.1,813.13
3.11,493.82
3.22,803.22
3.28,215.59
3.28,708.91
3.31,58.08
3.44,866.54
3.46,987.8
3.49,616.65
3.54,768.57
3.66,197.48
3.77,685.93
3.78,857.31
4.15,230.36
4.29,247.16
4.36,150.81
4.48,633.04
4.55,631.74
4.6,720.92
4.68,942.4
4.82,829.26
4.88,342.02
4.92,667.92
4.92,839.16
4.95,431.13
5.15,921.91
5.25,93.79
5.28,210.15
5.36,456.49
5.4,120.03
5.4,1.31
5.68,704.48
5.8,16.56
5.94,129.64
5.97,211
6.02,941.24
6.16,667.66
6.18,986.98
6.25,83.68
6.42,401.22
6.71,732.16
6.73,350.86
6.74,370.72
6.75,547.53
6.93,187.36
6.99,617.61
7.12,100.4
7.16,983.76
7.5,468.15
7.52,396.06
7.61,548.33
7.63,890.77
7.78,543.77
7.85,303.02
7.95,739.39
8.2,297.4
8.22,875.96
8.26,176.07
8.36,486.88
8.43,908.82
8.52,989.87
8.62,609.42
8.65,648.37
8.68,705.87
8.81,919.42
8.91,885.19
8.99,609.16
9,301.03
9.02,869.36
9.28,386.08
9.34,222.5
9.37,787.52
9.49,946.41
9.52,287.71
9.52,193.34
9.55,640.47
9.61,441.11
9.64,727.71
9.67,175.22
9.76,23.6
9.83,818.94
9.89,595.14
9.91,602.51
9.93,215.23
10.02,286.45
10.07,383.76
10.13,198.89
10.33,538.19
10.51,203.16
10.55,663.38
10.69,3.88
10.8,705.74
11.05,72.48
11.08,183.9
11.27,19.34
11.3,602.88
11.58,242.23
11.67,290.8
11.85,80.06
11.91,3.08
12.02,754.06
12.14,558.21
12.28,525.83
12.28,893.46
12.3,140.87
12.36,113.27
12.49,748.82
12.57,983.68
12.57,378.4
12.59,66.87
12.99,127.66
13,138.18
13.03,292.63
13.28,854.68
13.29,984.31
13.31,296.05
13.45,148.93
13.46,162.47
13.47,523.55
13.61,161.83
13.63,791.67
13.68,553.86
13.71,739.65
14.2,279.47
14.37,127.48
14.46,155.64
14.47,911.49
14.61,30.35
14.65,808.82
14.72,273.98
14.97,405.48
15.26,322.18
15.36,414.73
15.37,42.25
15.51,91.04
15.58,490.39
15.66,828.48
15.8,249.32
15.83,792
15.93,810.82
16.02,755.82
16.03,365.04
16.05,261.85
16.18,353.37
16.18,740.83
16.36,658.28
16.73,994.44
16.9,751.06
16.93,680.66
16.96,755.43
17.11,329.21
17.11,975.86
17.21,8.19
17.24,726.96
17.54,467.88
17.57,672.38
17.67,400.69
17.72,692.63
17.79,28.3
17.83,230.85
18.13,364.11
18.26,138.18
18.36,92.81
18.37,777.49
18.73,995.13
19,233.89
19.51,482.34
19.57,855.78
19.59,748.17
19.62,351.35
19.79,436.36
20.37,406.41
20.45,281.04
20.63,665.84
21.07,851.07
21.23,353.86
21.28,443.53
21.35,262.15
21.7,185.99
21.72,528.07
21.98,463.48
22.1,263.54
22.49,597.63
22.64,929.97
22.71,795
22.71,459.09
22.73,211.33
22.78,282.5
22.95,578.56
22.96,746.06
23.03,669.15
23.05,72.02
23.42,392.38
23.44,68.01
23.54,730.82
23.61,3.51
23.65,298.5
23.67,190.78
24.18,515.58
24.27,218.03
24.77,162.71
24.84,12.7
24.91,130.63
24.98,968.71
25.15,768.6
25.21,393.67
25.22,182.55
25.3,428.97
25.3,145.47
25.3,632.33
25.39,765.83
25.42,836.5
25.49,78.32
25.68,152.83
25.72,727.55
25.79,623.66
26.12,83.22
26.28,76.53
26.33,868.99
26.38,390.41
26.4,900.89
26.5,542.35
26.52,974.13
26.81,946.99
26.86,299.47
26.9,646.04
26.95,575.29
27.02,154.38
27.08,311.37
27.16,938.38
27.17,817.74
27.23,729.94
27.4,492.14
27.51,602.35
27.66,310.71
27.91,271.13
27.99,913.37
28,54.99
28.24,31.61
28.32,967.23
28.42,271.73
28.5,859.32
28.53,302.82
28.72,754.99
28.87,445.13
28.89,429.05
28.94,547.92
29.05,697.18
29.06,801.49
29.14,985.02
29.25,627.91
29.34,509.71
29.55,799.48
29.64,889.96
29.81,913.74
29.82,925.34
29.85,28.77
29.89,634.13
30.01,430.68
